txn_id,customer_id,txn_date,txn_type,amount_pkr,branch,channel,currency,counterparty,is_cross_border,flagged,status
TXN-01015,CUST-0168,2024-08-31,POS Purchase,11364.26,Karachi-Clifton,Mobile App,PKR,ENTITY-049,0,0,Pending
TXN-01016,CUST-0015,2024-05-07,Wire Transfer,44937.28,Faisalabad-Central,Mobile App,AED,ENTITY-341,0,0,Pending
TXN-01017,CUST-0177,2024-01-31,Cash Deposit,64122.82,Faisalabad-Central,Branch,USD,ENTITY-449,1,0,Completed
TXN-01018,CUST-0002,2024-06-03,IBFT,7027.04,Quetta-Branch,ATM,AED,ENTITY-138,0,0,Completed
TXN-01019,CUST-0081,2024-10-18,Cash Withdrawal,97090.78,Karachi-Clifton,Mobile App,PKR,ENTITY-310,0,0,Completed
TXN-01020,CUST-0047,2024-02-21,Loan Disbursement,55748.06,Karachi-Clifton,POS,PKR,ENTITY-166,0,0,Pending
TXN-01021,CUST-0108,2025-03-16,ATM Withdrawal,2962818.13,Lahore-Gulberg,Branch,PKR,ENTITY-433,0,1,Pending
TXN-01022,CUST-0078,2024-02-07,ATM Withdrawal,6353.48,Karachi-Clifton,Mobile App,PKR,ENTITY-398,1,0,Pending
TXN-01023,CUST-0063,2025-02-21,POS Purchase,3802.6,Lahore-Gulberg,ATM,USD,ENTITY-370,0,0,Completed
TXN-01024,CUST-0007,2025-02-01,Bill Payment,273352.49,Faisalabad-Central,Mobile App,AED,ENTITY-195,0,0,Completed
TXN-01025,CUST-0089,2024-08-31,Cash Withdrawal,1355.99,Karachi-Main,Online,PKR,ENTITY-017,0,0,Pending
TXN-01026,CUST-0159,2025-01-25,Bill Payment,391574.33,Islamabad-Blue Area,Branch,PKR,ENTITY-482,0,0,Pending
TXN-01027,CUST-0167,2025-03-23,POS Purchase,1250653.82,Faisalabad-Central,POS,PKR,ENTITY-336,0,1,Completed
TXN-01028,CUST-0172,2024-11-08,IBFT,23715.5,Quetta-Branch,Mobile App,PKR,ENTITY-332,0,0,Pending
TXN-01029,CUST-0111,2024-05-06,IBFT,88178.67,Karachi-Clifton,Online,PKR,ENTITY-341,0,0,Reversed
TXN-01030,CUST-0104,2025-03-16,Loan Disbursement,269770.61,Lahore-Gulberg,Mobile App,PKR,ENTITY-203,0,0,Completed
TXN-01031,CUST-0132,2024-08-27,Loan Disbursement,55012.42,Quetta-Branch,Branch,USD,ENTITY-179,0,0,Completed
TXN-01032,CUST-0040,2024-03-22,POS Purchase,350377.69,Karachi-Clifton,POS,PKR,ENTITY-353,0,0,Completed
TXN-01033,CUST-0146,2025-03-09,Loan Disbursement,5737586.86,Quetta-Branch,Branch,AED,ENTITY-472,0,1,Completed
TXN-01034,CUST-0124,2024-06-14,POS Purchase,174189.12,Karachi-Clifton,ATM,PKR,ENTITY-399,0,0,Completed
TXN-01035,CUST-0182,2025-01-07,Loan Disbursement,4534.47,Lahore-Gulberg,Mobile App,PKR,ENTITY-112,0,0,Reversed
TXN-01036,CUST-0077,2024-12-03,Cash Withdrawal,2009.36,Faisalabad-Central,POS,PKR,ENTITY-479,0,0,Reversed
TXN-01037,CUST-0066,2024-10-24,Bill Payment,1004.59,Karachi-Clifton,Online,USD,ENTITY-360,0,0,Completed
TXN-01038,CUST-0053,2024-01-22,Cash Withdrawal,4776.39,Faisalabad-Central,ATM,PKR,ENTITY-283,0,0,Reversed
TXN-01039,CUST-0133,2024-04-15,Cash Deposit,224489.53,Karachi-Clifton,Branch,AED,ENTITY-252,0,0,Reversed
TXN-01040,CUST-0059,2024-04-20,Bill Payment,329701.24,Quetta-Branch,POS,PKR,ENTITY-056,0,0,Reversed
TXN-01041,CUST-0177,2025-02-05,Bill Payment,29987.77,Faisalabad-Central,Mobile App,PKR,ENTITY-037,0,0,Completed
TXN-01042,CUST-0194,2024-04-01,Loan Disbursement,62290.55,Karachi-Main,Branch,USD,ENTITY-218,0,0,Reversed
TXN-01043,CUST-0130,2024-02-21,IBFT,43990.1,Islamabad-Blue Area,Branch,PKR,ENTITY-097,0,1,Reversed
TXN-01044,CUST-0092,2025-03-16,IBFT,45890.48,Karachi-Clifton,Mobile App,PKR,ENTITY-350,0,0,Completed
TXN-01045,CUST-0058,2024-11-08,Loan Disbursement,6531.18,Faisalabad-Central,ATM,PKR,ENTITY-049,0,0,Pending
TXN-01046,CUST-0042,2024-06-17,IBFT,37228.37,Quetta-Branch,POS,PKR,ENTITY-472,0,0,Pending
TXN-01047,CUST-0186,2024-03-04,Bill Payment,109448.99,Islamabad-Blue Area,ATM,PKR,ENTITY-184,0,0,Completed
TXN-01048,CUST-0195,2025-02-18,Cash Deposit,2487.39,Karachi-Main,ATM,PKR,ENTITY-359,0,0,Completed
TXN-01049,CUST-0045,2024-10-27,Cash Deposit,42762.75,Islamabad-Blue Area,Mobile App,USD,ENTITY-253,0,0,Completed
TXN-01050,CUST-0030,2024-07-14,Cash Withdrawal,336605.8,Quetta-Branch,Mobile App,PKR,ENTITY-317,0,0,Pending
TXN-01051,CUST-0154,2024-06-04,Cash Withdrawal,19628.21,Faisalabad-Central,Mobile App,PKR,ENTITY-015,1,0,Completed
TXN-01052,CUST-0195,2024-01-24,Cash Withdrawal,3672.11,Karachi-Main,POS,PKR,ENTITY-412,0,0,Completed
TXN-01053,CUST-0096,2024-03-19,Bill Payment,2024582.71,Faisalabad-Central,Mobile App,PKR,ENTITY-475,0,1,Completed
TXN-01054,CUST-0056,2024-04-29,Wire Transfer,112687.01,Islamabad-Blue Area,Online,PKR,ENTITY-385,0,0,Reversed
TXN-01055,CUST-0054,2025-02-27,ATM Withdrawal,16150.49,Lahore-Gulberg,ATM,PKR,ENTITY-294,0,0,Reversed
TXN-01056,CUST-0161,2024-05-11,Loan Disbursement,7354.16,Karachi-Main,POS,PKR,ENTITY-295,0,0,Reversed
TXN-01057,CUST-0122,2024-07-01,Bill Payment,41758.46,Faisalabad-Central,ATM,AED,ENTITY-413,0,0,Completed
TXN-01058,CUST-0083,2024-10-13,Cash Deposit,2324297.2,Karachi-Main,ATM,PKR,ENTITY-320,0,0,Reversed
TXN-01059,CUST-0047,2024-04-30,POS Purchase,16748.41,Karachi-Clifton,Mobile App,PKR,ENTITY-455,0,0,Reversed
TXN-01060,CUST-0149,2025-02-20,IBFT,12438.93,Lahore-Gulberg,Mobile App,PKR,ENTITY-025,0,0,Reversed
TXN-01061,CUST-0124,2024-05-17,Cash Withdrawal,50990.91,Karachi-Clifton,Mobile App,PKR,ENTITY-124,0,0,Reversed
TXN-01062,CUST-0079,2024-01-02,Loan Disbursement,414351.71,Lahore-Gulberg,ATM,PKR,ENTITY-468,0,1,Completed
TXN-01063,CUST-0136,2025-01-06,POS Purchase,95869.71,Lahore-Gulberg,POS,PKR,ENTITY-275,1,0,Completed
TXN-01064,CUST-0084,2024-02-21,Bill Payment,18989.34,Islamabad-Blue Area,ATM,USD,ENTITY-055,1,1,Completed
TXN-01065,CUST-0193,2024-11-26,ATM Withdrawal,318882.02,Faisalabad-Central,POS,PKR,ENTITY-422,0,0,Reversed
TXN-01066,CUST-0197,2024-04-03,IBFT,1425418.37,Faisalabad-Central,POS,USD,ENTITY-490,0,1,Completed
TXN-01067,CUST-0130,2024-12-19,Cash Deposit,687199.01,Islamabad-Blue Area,POS,PKR,ENTITY-133,1,0,Completed
TXN-01068,CUST-0027,2024-09-13,Bill Payment,1295633.17,Lahore-Gulberg,POS,PKR,ENTITY-070,0,1,Completed
TXN-01069,CUST-0134,2024-07-18,Loan Disbursement,70750.8,Quetta-Branch,Mobile App,USD,ENTITY-060,0,0,Pending
TXN-01070,CUST-0183,2024-10-19,Cash Withdrawal,13082.07,Karachi-Clifton,Online,PKR,ENTITY-473,0,0,Completed
TXN-01071,CUST-0002,2024-08-21,Bill Payment,5756.26,Quetta-Branch,Mobile App,USD,ENTITY-461,0,0,Completed
TXN-01072,CUST-0010,2024-03-30,Wire Transfer,65282.65,Karachi-Clifton,Mobile App,AED,ENTITY-256,0,0,Pending
TXN-01073,CUST-0168,2024-10-22,Cash Deposit,33330.24,Karachi-Clifton,Branch,USD,ENTITY-036,0,0,Completed
TXN-01074,CUST-0125,2024-03-16,Cash Deposit,15638.02,Karachi-Main,Branch,PKR,ENTITY-002,0,0,Reversed
TXN-01075,CUST-0135,2024-07-28,Cash Deposit,115119.3,Faisalabad-Central,Online,USD,ENTITY-088,0,0,Completed
TXN-01076,CUST-0118,2024-03-18,Cash Deposit,3570.39,Lahore-Gulberg,POS,PKR,ENTITY-078,0,0,Completed
TXN-01077,CUST-0118,2024-12-10,IBFT,9334.85,Lahore-Gulberg,ATM,PKR,ENTITY-161,0,0,Completed
TXN-01078,CUST-0105,2024-04-06,Cash Deposit,12631.71,Islamabad-Blue Area,POS,PKR,ENTITY-040,0,0,Completed
TXN-01079,CUST-0149,2024-12-12,IBFT,3492.29,Lahore-Gulberg,ATM,AED,ENTITY-157,0,0,Completed
TXN-01080,CUST-0073,2024-12-16,Bill Payment,9383.87,Quetta-Branch,Branch,AED,ENTITY-400,1,0,Reversed
TXN-01081,CUST-0021,2024-07-10,IBFT,1802.22,Islamabad-Blue Area,Branch,AED,ENTITY-175,0,0,Pending
TXN-01082,CUST-0146,2024-06-12,POS Purchase,36613.15,Quetta-Branch,Mobile App,PKR,ENTITY-350,0,0,Pending
TXN-01083,CUST-0090,2024-10-26,Bill Payment,1083182.66,Karachi-Clifton,POS,PKR,ENTITY-052,0,0,Reversed
TXN-01084,CUST-0146,2024-07-14,POS Purchase,1198400.84,Quetta-Branch,Online,PKR,ENTITY-483,0,1,Reversed
TXN-01085,CUST-0045,2024-05-21,Cash Deposit,34690.65,Islamabad-Blue Area,Online,PKR,ENTITY-451,0,0,Completed
TXN-01086,CUST-0123,2024-10-20,POS Purchase,19261.91,Lahore-Gulberg,Online,USD,ENTITY-030,0,0,Completed
TXN-01087,CUST-0011,2024-09-10,Cash Deposit,299178.96,Faisalabad-Central,Online,PKR,ENTITY-186,0,0,Pending
TXN-01088,CUST-0170,2024-07-10,POS Purchase,35727.56,Karachi-Clifton,Mobile App,PKR,ENTITY-071,1,0,Pending
TXN-01089,CUST-0148,2024-10-03,Cash Withdrawal,118074.63,Karachi-Main,Mobile App,PKR,ENTITY-122,0,0,Pending
TXN-01090,CUST-0175,2024-08-19,IBFT,10557.41,Lahore-Gulberg,Mobile App,PKR,ENTITY-277,0,0,Completed
TXN-01091,CUST-0029,2024-11-08,Cash Deposit,1952111.68,Faisalabad-Central,Branch,PKR,ENTITY-185,0,0,Pending
TXN-01092,CUST-0076,2025-01-06,Wire Transfer,38098.0,Karachi-Clifton,POS,USD,ENTITY-499,0,0,Reversed
TXN-01093,CUST-0157,2024-02-07,POS Purchase,5666.5,Karachi-Main,Online,PKR,ENTITY-175,0,0,Reversed
TXN-01094,CUST-0026,2024-09-21,IBFT,226300.38,Quetta-Branch,Mobile App,PKR,ENTITY-280,0,0,Reversed
TXN-01095,CUST-0099,2024-12-25,IBFT,311503.13,Karachi-Clifton,Online,AED,ENTITY-250,0,0,Completed
TXN-01096,CUST-0038,2024-11-21,Wire Transfer,158460.01,Islamabad-Blue Area,ATM,USD,ENTITY-293,0,0,Pending
TXN-01097,CUST-0007,2024-09-02,Cash Deposit,231126.79,Faisalabad-Central,POS,AED,ENTITY-285,0,1,Reversed
TXN-01098,CUST-0090,2025-02-10,Cash Withdrawal,5775.98,Karachi-Clifton,ATM,PKR,ENTITY-406,0,0,Completed
TXN-01099,CUST-0155,2024-08-09,Cash Withdrawal,43796.48,Faisalabad-Central,Online,PKR,ENTITY-363,0,0,Completed
TXN-01100,CUST-0150,2024-03-15,Bill Payment,3650.72,Karachi-Main,Online,AED,ENTITY-198,0,0,Completed
TXN-01101,CUST-0151,2024-01-24,Wire Transfer,53275.31,Karachi-Clifton,Branch,PKR,ENTITY-393,0,0,Completed
TXN-01102,CUST-0169,2024-02-23,Bill Payment,13558.71,Lahore-Gulberg,ATM,PKR,ENTITY-384,0,0,Reversed
TXN-01103,CUST-0146,2024-12-27,ATM Withdrawal,199038.87,Quetta-Branch,POS,AED,ENTITY-293,0,0,Pending
TXN-01104,CUST-0037,2024-11-27,Wire Transfer,11818.29,Karachi-Main,POS,AED,ENTITY-156,0,0,Completed
TXN-01105,CUST-0135,2024-09-19,Cash Deposit,443809.15,Faisalabad-Central,POS,PKR,ENTITY-232,0,0,Pending
TXN-01106,CUST-0197,2024-09-17,Bill Payment,26402.94,Faisalabad-Central,Online,PKR,ENTITY-316,0,0,Completed
TXN-01107,CUST-0034,2024-03-04,IBFT,195.68,Faisalabad-Central,ATM,AED,ENTITY-181,0,0,Reversed
TXN-01108,CUST-0051,2024-07-19,POS Purchase,8350.98,Islamabad-Blue Area,ATM,PKR,ENTITY-274,0,0,Completed
TXN-01109,CUST-0051,2024-06-04,Cash Deposit,7402.97,Islamabad-Blue Area,ATM,AED,ENTITY-040,0,0,Completed
TXN-01110,CUST-0164,2024-05-18,ATM Withdrawal,44102.2,Faisalabad-Central,Online,PKR,ENTITY-265,0,0,Completed
TXN-01111,CUST-0096,2025-01-03,IBFT,11415.05,Faisalabad-Central,Branch,AED,ENTITY-082,0,0,Reversed
TXN-01112,CUST-0107,2025-03-14,Cash Deposit,1013349.63,Lahore-Gulberg,POS,PKR,ENTITY-214,0,0,Completed
TXN-01113,CUST-0103,2024-06-15,Bill Payment,338892.0,Quetta-Branch,Branch,PKR,ENTITY-217,0,0,Reversed
TXN-01114,CUST-0020,2024-02-29,Cash Deposit,4013.76,Quetta-Branch,Branch,PKR,ENTITY-293,0,0,Pending
TXN-01115,CUST-0170,2024-04-26,Cash Withdrawal,8127.74,Karachi-Clifton,Mobile App,PKR,ENTITY-124,0,0,Completed
TXN-01116,CUST-0141,2024-03-29,Cash Deposit,144017.44,Quetta-Branch,POS,PKR,ENTITY-080,0,0,Reversed
TXN-01117,CUST-0058,2025-03-26,Loan Disbursement,460.93,Faisalabad-Central,ATM,PKR,ENTITY-168,0,0,Pending
TXN-01118,CUST-0067,2024-11-27,Wire Transfer,502058.05,Karachi-Clifton,ATM,PKR,ENTITY-471,0,0,Completed
TXN-01119,CUST-0030,2024-04-07,Loan Disbursement,29260.73,Quetta-Branch,ATM,PKR,ENTITY-357,0,0,Completed
TXN-01120,CUST-0001,2025-03-30,IBFT,2665445.11,Karachi-Clifton,Online,PKR,ENTITY-159,0,1,Completed
TXN-01121,CUST-0155,2024-05-11,Bill Payment,156664.38,Faisalabad-Central,ATM,PKR,ENTITY-500,0,0,Reversed
TXN-01122,CUST-0146,2024-06-23,IBFT,245918.55,Quetta-Branch,Online,PKR,ENTITY-156,0,0,Completed
TXN-01123,CUST-0112,2024-04-29,Bill Payment,290146.86,Karachi-Main,ATM,PKR,ENTITY-414,0,1,Completed
TXN-01124,CUST-0176,2024-10-12,POS Purchase,136972.57,Islamabad-Blue Area,Online,PKR,ENTITY-465,0,0,Completed
TXN-01125,CUST-0136,2024-05-21,IBFT,91889.95,Lahore-Gulberg,POS,USD,ENTITY-048,0,0,Completed
TXN-01126,CUST-0002,2024-02-15,Loan Disbursement,6244.81,Quetta-Branch,Mobile App,USD,ENTITY-029,0,0,Reversed
TXN-01127,CUST-0001,2024-01-26,IBFT,111034.16,Karachi-Clifton,Mobile App,AED,ENTITY-054,0,0,Reversed
TXN-01128,CUST-0072,2025-02-20,Cash Withdrawal,378.92,Karachi-Main,Online,PKR,ENTITY-387,0,0,Pending
TXN-01129,CUST-0113,2024-11-10,ATM Withdrawal,2048541.35,Karachi-Clifton,Online,PKR,ENTITY-030,0,0,Completed
TXN-01130,CUST-0144,2024-01-23,Cash Deposit,64172.37,Karachi-Main,Online,PKR,ENTITY-374,1,0,Completed
TXN-01131,CUST-0045,2024-07-04,POS Purchase,75853.9,Islamabad-Blue Area,Mobile App,AED,ENTITY-270,0,0,Completed
TXN-01132,CUST-0120,2024-06-12,Wire Transfer,52906.64,Quetta-Branch,Mobile App,PKR,ENTITY-037,0,0,Completed
TXN-01133,CUST-0036,2024-04-01,Loan Disbursement,145704.12,Lahore-Gulberg,Branch,PKR,ENTITY-280,0,0,Pending
TXN-01134,CUST-0118,2024-02-24,Cash Withdrawal,987767.69,Lahore-Gulberg,Online,USD,ENTITY-497,0,0,Completed
TXN-01135,CUST-0133,2024-05-04,Cash Deposit,225077.36,Karachi-Clifton,Mobile App,PKR,ENTITY-194,1,0,Pending
TXN-01136,CUST-0009,2024-07-12,IBFT,306052.93,Karachi-Main,Online,PKR,ENTITY-430,0,0,Reversed
TXN-01137,CUST-0024,2024-10-31,ATM Withdrawal,20810.28,Lahore-Gulberg,POS,USD,ENTITY-086,0,0,Reversed
TXN-01138,CUST-0103,2024-04-21,Cash Deposit,32454109.55,Quetta-Branch,ATM,PKR,ENTITY-280,0,1,Completed
TXN-01139,CUST-0165,2025-02-28,Cash Withdrawal,1551329.8,Karachi-Main,Branch,AED,ENTITY-330,0,1,Completed
TXN-01140,CUST-0102,2024-10-01,Bill Payment,12590.68,Lahore-Gulberg,Branch,PKR,ENTITY-057,0,0,Reversed
TXN-01141,CUST-0063,2024-04-27,Bill Payment,25048.17,Lahore-Gulberg,POS,PKR,ENTITY-068,0,0,Pending
TXN-01142,CUST-0110,2024-04-05,Bill Payment,529.96,Karachi-Clifton,Branch,PKR,ENTITY-038,0,0,Pending
TXN-01143,CUST-0033,2024-11-28,Loan Disbursement,188752.46,Faisalabad-Central,ATM,USD,ENTITY-148,0,0,Completed
TXN-01144,CUST-0170,2024-10-06,Cash Deposit,4607451.8,Karachi-Clifton,POS,PKR,ENTITY-280,0,1,Completed
TXN-01145,CUST-0174,2024-09-15,Wire Transfer,10548.3,Faisalabad-Central,Mobile App,PKR,ENTITY-045,0,1,Completed
TXN-01146,CUST-0096,2025-01-01,Cash Deposit,603600.51,Faisalabad-Central,Branch,PKR,ENTITY-033,0,0,Completed
TXN-01147,CUST-0150,2024-03-06,Wire Transfer,45483.15,Karachi-Main,ATM,USD,ENTITY-028,0,0,Completed
TXN-01148,CUST-0095,2024-05-08,Cash Deposit,149600.51,Faisalabad-Central,Mobile App,AED,ENTITY-133,0,0,Pending
TXN-01149,CUST-0182,2024-12-24,IBFT,1434744.81,Lahore-Gulberg,Branch,PKR,ENTITY-219,0,1,Completed
TXN-01150,CUST-0188,2024-03-07,ATM Withdrawal,74453.69,Lahore-Gulberg,Branch,PKR,ENTITY-374,0,0,Completed
TXN-01151,CUST-0100,2024-05-11,IBFT,45852.19,Islamabad-Blue Area,Branch,AED,ENTITY-310,0,0,Pending
TXN-01152,CUST-0122,2024-12-01,IBFT,2241.1,Faisalabad-Central,ATM,PKR,ENTITY-465,0,0,Pending
TXN-01153,CUST-0034,2024-03-23,POS Purchase,14907.33,Faisalabad-Central,Branch,USD,ENTITY-212,1,0,Pending
TXN-01154,CUST-0143,2024-01-17,ATM Withdrawal,463904.69,Karachi-Clifton,ATM,USD,ENTITY-472,0,0,Completed
TXN-01155,CUST-0030,2025-01-02,Cash Withdrawal,27195.52,Quetta-Branch,Branch,PKR,ENTITY-214,1,1,Reversed
TXN-01156,CUST-0106,2024-05-14,Loan Disbursement,120553.38,Lahore-Gulberg,POS,USD,ENTITY-265,1,0,Completed
TXN-01157,CUST-0098,2025-02-15,Cash Deposit,205469.09,Lahore-Gulberg,Branch,AED,ENTITY-335,0,0,Reversed
TXN-01158,CUST-0150,2025-03-31,Loan Disbursement,3343.85,Karachi-Main,Branch,AED,ENTITY-396,0,0,Completed
TXN-01159,CUST-0038,2025-03-11,Loan Disbursement,533173.28,Islamabad-Blue Area,Branch,PKR,ENTITY-099,0,0,Completed
TXN-01160,CUST-0009,2024-09-20,Cash Withdrawal,222085.13,Karachi-Main,POS,PKR,ENTITY-094,0,0,Completed
TXN-01161,CUST-0199,2024-05-08,POS Purchase,510698.52,Faisalabad-Central,POS,PKR,ENTITY-455,0,0,Completed
TXN-01162,CUST-0015,2024-06-26,Bill Payment,142563.57,Faisalabad-Central,POS,AED,ENTITY-052,0,0,Completed
TXN-01163,CUST-0025,2024-11-10,POS Purchase,56291.43,Quetta-Branch,Mobile App,PKR,ENTITY-236,0,0,Pending
TXN-01164,CUST-0015,2024-05-13,ATM Withdrawal,195172.27,Faisalabad-Central,POS,USD,ENTITY-045,0,1,Completed
TXN-01165,CUST-0040,2024-06-12,ATM Withdrawal,1578433.45,Karachi-Clifton,Online,PKR,ENTITY-426,0,0,Reversed
TXN-01166,CUST-0151,2024-08-28,Cash Deposit,186026.56,Karachi-Clifton,Mobile App,PKR,ENTITY-201,0,0,Pending
TXN-01167,CUST-0109,2024-12-02,POS Purchase,157932.28,Karachi-Clifton,ATM,AED,ENTITY-421,0,0,Completed
TXN-01168,CUST-0118,2024-03-27,POS Purchase,75367.61,Lahore-Gulberg,POS,AED,ENTITY-359,0,0,Completed
TXN-01169,CUST-0118,2024-03-07,IBFT,13923.3,Lahore-Gulberg,Branch,PKR,ENTITY-191,0,0,Completed
TXN-01170,CUST-0135,2025-03-09,ATM Withdrawal,5522.67,Faisalabad-Central,Online,PKR,ENTITY-104,0,0,Completed
TXN-01171,CUST-0030,2024-10-15,Bill Payment,1552.04,Quetta-Branch,Branch,PKR,ENTITY-184,0,0,Reversed
TXN-01172,CUST-0090,2024-03-14,IBFT,145028.89,Karachi-Clifton,Mobile App,PKR,ENTITY-481,0,1,Reversed
TXN-01173,CUST-0196,2024-01-04,Wire Transfer,41513.64,Islamabad-Blue Area,Online,PKR,ENTITY-092,0,0,Reversed
TXN-01174,CUST-0092,2024-08-08,Cash Withdrawal,195347.17,Karachi-Clifton,Branch,PKR,ENTITY-446,1,0,Completed
TXN-01175,CUST-0095,2024-05-17,Cash Deposit,21104.52,Faisalabad-Central,Branch,PKR,ENTITY-487,1,0,Completed
TXN-01176,CUST-0130,2025-01-22,IBFT,19138.72,Islamabad-Blue Area,Online,PKR,ENTITY-052,1,0,Pending
TXN-01177,CUST-0132,2025-01-26,POS Purchase,4928.58,Quetta-Branch,ATM,PKR,ENTITY-042,0,0,Reversed
TXN-01178,CUST-0138,2024-06-30,ATM Withdrawal,127168.65,Islamabad-Blue Area,Mobile App,PKR,ENTITY-005,0,0,Completed
TXN-01179,CUST-0132,2025-03-23,Cash Deposit,73047.19,Quetta-Branch,Online,USD,ENTITY-346,0,0,Completed
TXN-01180,CUST-0195,2025-02-15,ATM Withdrawal,4518.58,Karachi-Main,ATM,PKR,ENTITY-470,0,0,Completed
TXN-01181,CUST-0102,2024-09-15,IBFT,585158.3,Lahore-Gulberg,POS,PKR,ENTITY-444,0,1,Reversed
TXN-01182,CUST-0034,2024-08-05,Wire Transfer,89188.47,Faisalabad-Central,Branch,AED,ENTITY-236,1,0,Pending
TXN-01183,CUST-0124,2024-04-21,IBFT,38775.38,Karachi-Clifton,POS,PKR,ENTITY-331,0,0,Completed
TXN-01184,CUST-0005,2024-03-11,Bill Payment,25292.07,Islamabad-Blue Area,Online,AED,ENTITY-280,0,0,Reversed
TXN-01185,CUST-0168,2024-08-01,Cash Deposit,9499.73,Karachi-Clifton,POS,PKR,ENTITY-339,0,0,Reversed
TXN-01186,CUST-0195,2024-07-28,Loan Disbursement,67109.19,Karachi-Main,Mobile App,PKR,ENTITY-178,1,0,Completed
TXN-01187,CUST-0148,2024-10-07,POS Purchase,9290.52,Karachi-Main,Online,USD,ENTITY-417,0,0,Pending
TXN-01188,CUST-0035,2024-03-15,Wire Transfer,100563.21,Islamabad-Blue Area,Mobile App,PKR,ENTITY-434,0,0,Completed
TXN-01189,CUST-0007,2025-01-13,IBFT,37470.0,Faisalabad-Central,Online,PKR,ENTITY-164,0,0,Completed
TXN-01190,CUST-0089,2024-06-22,IBFT,127233.34,Karachi-Main,ATM,PKR,ENTITY-232,0,1,Pending
TXN-01191,CUST-0049,2024-08-02,Cash Withdrawal,126.83,Quetta-Branch,Mobile App,AED,ENTITY-120,0,0,Completed
TXN-01192,CUST-0163,2024-07-24,Bill Payment,4580522.46,Karachi-Main,Mobile App,AED,ENTITY-463,0,0,Pending
TXN-01193,CUST-0146,2024-09-16,IBFT,21359.97,Quetta-Branch,Online,PKR,ENTITY-415,0,0,Completed
TXN-01194,CUST-0128,2024-12-31,Loan Disbursement,4461.32,Faisalabad-Central,POS,USD,ENTITY-378,0,0,Reversed
TXN-01195,CUST-0151,2024-02-14,IBFT,6708.56,Karachi-Clifton,POS,AED,ENTITY-430,0,0,Completed
TXN-01196,CUST-0149,2024-10-21,ATM Withdrawal,10913.92,Lahore-Gulberg,ATM,PKR,ENTITY-083,0,0,Completed
TXN-01197,CUST-0166,2024-02-05,ATM Withdrawal,1887981.04,Islamabad-Blue Area,Online,USD,ENTITY-214,0,1,Reversed
TXN-01198,CUST-0179,2024-10-18,Loan Disbursement,199993.78,Faisalabad-Central,Mobile App,AED,ENTITY-413,1,0,Pending
TXN-01199,CUST-0123,2024-01-18,Loan Disbursement,37176.58,Lahore-Gulberg,POS,AED,ENTITY-460,0,0,Completed
TXN-01200,CUST-0075,2025-03-16,IBFT,187377.65,Faisalabad-Central,ATM,PKR,ENTITY-223,0,0,Pending
TXN-01201,CUST-0038,2025-03-12,Loan Disbursement,203685.44,Islamabad-Blue Area,Online,PKR,ENTITY-277,0,0,Reversed
TXN-01202,CUST-0008,2025-01-13,Bill Payment,49322.62,Quetta-Branch,Mobile App,PKR,ENTITY-054,0,0,Completed
TXN-01203,CUST-0120,2024-08-13,Cash Deposit,18654.21,Quetta-Branch,Online,USD,ENTITY-276,0,0,Pending
TXN-01204,CUST-0093,2024-12-23,Cash Deposit,207854.26,Islamabad-Blue Area,POS,PKR,ENTITY-062,0,1,Pending
TXN-01205,CUST-0099,2025-02-21,POS Purchase,18157.79,Karachi-Clifton,Mobile App,PKR,ENTITY-207,0,0,Completed
TXN-01206,CUST-0001,2024-10-24,POS Purchase,64265.12,Karachi-Clifton,POS,AED,ENTITY-345,0,0,Reversed
TXN-01207,CUST-0161,2024-08-24,Cash Deposit,239139.1,Karachi-Main,POS,PKR,ENTITY-403,0,0,Completed
TXN-01208,CUST-0191,2025-02-04,Bill Payment,628087.37,Karachi-Main,Online,PKR,ENTITY-491,0,0,Completed
TXN-01209,CUST-0191,2024-12-11,ATM Withdrawal,1667.72,Karachi-Main,Online,PKR,ENTITY-306,0,0,Completed
TXN-01210,CUST-0158,2024-01-02,Wire Transfer,50702.43,Lahore-Gulberg,ATM,PKR,ENTITY-064,0,0,Pending
TXN-01211,CUST-0167,2024-07-28,Wire Transfer,9581.36,Faisalabad-Central,POS,PKR,ENTITY-353,0,0,Completed
TXN-01212,CUST-0024,2024-10-18,ATM Withdrawal,163199.58,Lahore-Gulberg,Branch,PKR,ENTITY-246,0,0,Pending
TXN-01213,CUST-0050,2024-10-03,Wire Transfer,5813.52,Faisalabad-Central,Branch,PKR,ENTITY-366,0,0,Completed
TXN-01214,CUST-0017,2024-11-01,Cash Withdrawal,3536462.72,Karachi-Clifton,Branch,PKR,ENTITY-054,0,1,Pending
TXN-01215,CUST-0138,2024-04-16,POS Purchase,453880.53,Islamabad-Blue Area,Mobile App,PKR,ENTITY-024,0,0,Reversed
TXN-01216,CUST-0167,2024-03-29,POS Purchase,358.4,Faisalabad-Central,ATM,PKR,ENTITY-207,1,0,Completed
TXN-01217,CUST-0193,2024-11-22,Bill Payment,564650.59,Faisalabad-Central,POS,PKR,ENTITY-271,1,0,Completed
TXN-01218,CUST-0156,2024-07-19,IBFT,29275.04,Karachi-Main,Online,PKR,ENTITY-224,0,0,Reversed
TXN-01219,CUST-0078,2024-04-28,Wire Transfer,11867.86,Karachi-Clifton,POS,PKR,ENTITY-164,1,0,Pending
